,City Name,City Country,Date,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
56,necochea,ar,1529812368,-51.33153568033402,-52.3242021184671,40.81,91,0,20.62
57,chuy,uy,1529811825,-64.43515813118606,-20.555908880654073,48.19,96,0,16.93
58,puerto ayora,ec,1529811504,-18.215880297683356,-98.68699587463283,71.5,99,12,10.67
59,tiksi,ru,1529811555,84.66775699253876,130.48511773522375,77.8,46,20,4.18
60,hilo,us,1529808780,23.825190711112086,-142.24214889970713,80.6,69,75,6.93
61,kurilsk,ru,1529811826,46.124545285108525,147.87094527033844,58.9,87,0,5.41
62,morant bay,jm,1529809200,15.049746840915972,-75.99889254787205,82.4,78,20,13.87
63,tuktoyaktuk,ca,1529809200,85.17897231073138,-139.4257377867633,35.6,93,90,14.99
64,severo-yeniseyskiy,ru,1529812371,62.20100680196023,93.09968326280756,76.54,53,0,5.3
65,atuona,pf,1529812324,-3.534046930638027,-116.02828218530605,80.59,100,0,17.72
66,batemans bay,au,1529811780,-39.49266174415298,151.83505012234576,54.49,82,0,4.85
67,albany,au,1529811840,-54.18335641962888,107.83938236820461,60.8,93,90,2.39
68,arraial do cabo,br,1529812372,-44.402317606905356,-22.839189750606863,71.5,87,0,17.05
69,lebu,cl,1529812372,-37.775543331072164,-105.15446983577097,51.97,71,64,2.39
70,egvekinot,ru,1529812373,64.86649178818175,-178.71119503706544,48.37,67,36,5.97
71,aswan,eg,1529806440,21.93055973715653,30.596523631292484,87.8,27,0,8.05
72,new norfolk,au,1529809200,-59.028733986509266,140.73737833356887,53.6,54,75,8.05
73,treinta y tres,uy,1529812374,-33.72401241148325,-54.08945063177369,44.14,94,0,11.68
74,jamestown,sh,1529812215,-12.37105836660308,-6.111531215135557,56.29,48,0,6.2
75,lucan,ca,1529811000,43.239185393537525,-81.3742553259707,44.6,100,40,2.24
76,alofi,nu,1529809200,-28.14945862965387,-167.68939245299805,80.6,74,68,14.99
77,flin flon,ca,1529812375,58.3444284995652,-101.71059909402621,63.22,75,0,6.98
78,ilulissat,gl,1529808600,77.87106286223633,-46.03235157660393,37.4,99,92,5.82
79,bosanska kostajnica,ba,1529811000,45.27532859907325,16.51072874604327,53.6,93,0,1.12
80,cartagena,co,1529811000,12.215911929962473,-77.20523706934819,71.6,78,0,8.05
81,castro,cl,1529811836,-45.438947331001216,-87.48023663268441,28.39,100,56,2.95
82,faya,td,1529809200,19.48647013296791,16.793477501500575,68,22,0,1.61
83,rio cuarto,ar,1529809200,-33.694129406816614,-63.6069188552315,37.4,69,0,4.18
84,penzance,gb,1529808600,50.36872046979988,-7.004109952408413,53.6,71,12,12.75
85,thompson,ca,1529809200,79.05648211753007,-97.12042964034806,66.2,32,20,3.36
86,gladstone,au,1529812378,-23.33194964979191,151.2459117506719,70.87,56,24,11.23
87,alta floresta,br,1529811548,-8.434396166088376,-54.68045023142162,76.45,61,0,3.18
88,walvis bay,na,1529809200,-25.99277205422881,4.76882759920727,50,81,0,11.56
89,punta arenas,cl,1529809200,-82.67098464596458,-96.58977247277167,33.8,100,90,9.17
90,kavieng,pg,1529811614,-2.8628409236890633,149.27129533970793,83.74,100,32,0.94
91,broken hill,au,1529811880,-31.811186637829437,142.43606677826443,55.84,74,0,5.19
92,kapit,my,1529812380,1.5374060273557149,112.30723582629486,71.77,100,92,1.72
93,nome,us,1529810100,64.55798207978086,-164.26347416052255,80.6,83,1,5.82
94,lasa,cn,1529809200,32.69292727854392,92.51868692727629,69.8,88,40,3.36
95,georgiyevskoye,ru,1529812381,59.00693035318483,45.18788320007991,68.44,90,68,3.51
96,toba,jp,1529809200,34.34066639248232,136.8426496664345,75.2,78,75,4.7
97,cape town,za,1529809200,-39.16119937577249,15.604772841347398,53.6,93,75,10.29
98,iqaluit,ca,1529809200,64.7079985121859,-69.53458565290691,39.2,80,75,13.87
99,shiyan,cn,1529812382,31.87455934986616,110.01553007428669,79.15,78,68,3.18
100,sur,om,1529811881,17.758676149946183,61.027165531297385,88.96,84,24,2.62
101,sao joao da barra,br,1529812382,-30.074631881808315,-27.793223567641576,74.56,96,0,21.41
102,vanino,ru,1529812383,49.21332396466039,140.3566246850852,76.27,35,24,14.25
103,hazaribag,in,1529812383,23.947824699042783,85.45028377055428,89.86,62,0,7.99
104,praia da vitoria,pt,1529809200,41.31319762086568,-26.004632438249672,68,77,75,4.18
105,marzuq,ly,1529812169,22.701270383631325,13.173992139211038,66.91,32,0,0.72
106,souillac,mu,1529811000,-48.84551260456788,73.57846288682816,59,67,0,4.7
107,aripuana,br,1529812385,-8.878668299384799,-60.83598684618555,77.62,75,12,1.61
108,bassila,bj,1529812385,8.667466713836205,1.5378223464214216,71.59,98,92,5.41
109,zyryanka,ru,1529811819,66.0633691674885,149.35060491552343,68.8,34,0,6.2
110,linxia,cn,1529811922,35.29665528125467,102.01616685364161,57.46,91,92,4.07
111,fare,pf,1529811864,-12.915860930645735,-148.38584889804315,80.14,100,12,12.24
112,kalabo,zm,1529812386,-14.02162434237475,21.775293334251927,56.56,50,56,8.77
113,high level,ca,1529809200,57.58795265765056,-118.23317461873526,73.4,69,75,2.24
114,moose factory,ca,1529809200,56.31434771307258,-77.37208457231408,35.6,91,1,5.82
115,chulym,ru,1529812387,55.923028692257105,81.12290275989278,72.49,55,20,4.63
116,samarai,pg,1529812143,-11.888824788465186,151.55611441140132,77.26,100,64,16.49
117,saskylakh,ru,1529812341,81.3198155153799,113.47183649834432,65.38,100,56,4.63
118,calumboyan,ph,1529809200,10.737330743957585,124.12078038800092,91.4,59,20,4.7
119,mecca,sa,1529809200,21.113267574344903,41.892264745403935,91.4,36,0,2.62
120,hami,cn,1529812144,43.65369538395288,95.62412490428466,85.09,43,12,7.87
121,tena,ec,1529812390,-1.1663305892885347,-77.48983798400863,59.44,99,64,1.16
122,north platte,us,1529808780,40.856238448649464,-101.31103149409074,73.4,60,1,8.05
123,high prairie,ca,1529812257,55.20971703157383,-116.18187089558782,70.78,65,44,4.29
124,hermanus,za,1529812346,-77.92297468698472,7.829706291782031,52.6,91,48,5.75
125,agadez,ne,1529812391,16.527877685036543,8.007059797994003,73.57,74,68,9.55
126,ishigaki,jp,1529809200,21.697030850141218,125.17842423826602,87.8,84,75,13.87
127,kaeo,nz,1529812392,-32.083233257864876,174.6571001296906,58.09,76,24,15.03
128,grand-santi,gf,1529812392,2.255677021099004,-54.34969737106479,70.42,100,20,1.39
129,tupik,ru,1529812392,54.31208900612893,119.67737567551046,67.27,60,80,4.74
130,jiexiu,cn,1529811958,36.53226683470476,112.69205668034283,80.59,52,56,2.73
131,sungairaya,id,1529812081,0.9570493103266102,107.44387096462685,73.84,100,92,2.73
132,airai,pw,1529812394,16.943770331485226,148.5310090875044,80.86,43,0,2.84
133,kainantu,pg,1529812394,-5.859046244225425,146.5167521128218,74.29,73,24,1.5
134,bowen,au,1529809200,-16.95008970874123,150.53504839302542,75.2,57,0,17.22
135,singkang,id,1529809200,-3.9465390969680385,119.62115151663619,84.2,74,75,4.7
136,port macquarie,au,1529809200,-32.954369275183055,161.19252640503368,62.6,59,40,3.36
137,east london,za,1529809200,-71.55152661563523,51.44158379747216,55.4,66,0,8.05
138,sioux lookout,ca,1529809200,53.84707760807552,-89.2807592538129,59,93,90,4.7
139,vardo,no,1529811300,83.70701837673582,33.845819303117025,71.6,100,1,4.18
140,launceston,au,1529809200,-40.82740587137753,151.54873913488666,53.6,62,90,4.7
141,yudong,cn,1529809200,29.188266449257128,106.74391812343396,80.6,69,20,5.82
142,bud,no,1529810400,73.8967938968506,2.5512028138722656,51.8,87,92,6.93
143,plouzane,fr,1529811000,48.085996128742664,-5.23029530227052,55.4,93,0,3.36
144,kruisfontein,za,1529811851,-89.08528225859708,29.676593346084758,61.24,84,36,22.19
145,beyneu,kz,1529812398,43.019617227150775,55.22358193152161,77.98,28,0,4.41
146,nouadhibou,mr,1529809200,21.413323767465158,-19.967306511431985,66.2,82,0,17.22
147,lao cai,vn,1529812399,22.48410196272566,103.28801427572415,69.52,98,92,1.83
148,hithadhoo,mv,1529812400,-10.349741817135609,71.8303677134486,81.67,100,64,5.86
149,mar del plata,ar,1529812400,-46.12534134577738,-45.758400511027645,34.69,90,0,13.91
150,sao filipe,cv,1529812400,12.681506936315941,-31.296856632928552,72.49,100,0,12.01
151,port alfred,za,1529812356,-40.093589217973516,31.253589662326277,62.59,89,0,19.73
152,soyo,ao,1529812150,-6.789030228407853,9.344634057455636,72.58,93,92,3.96
153,dikson,ru,1529812401,86.72922820453579,80.38458033713431,32.26,98,76,12.24
154,kunyang,cn,1529812401,27.88584080603009,120.31104756454198,83.83,85,32,3.4
155,vilhena,br,1529811851,-10.946354206060974,-58.3692723078815,67.36,78,0,2.17
156,bougouni,ml,1529812402,11.132240512076265,-7.691822535758689,70.87,99,92,6.2
157,challans,fr,1529811000,46.85325508988748,-1.8418768495395739,57.2,76,0,4.7
158,bilma,ne,1529811880,16.980975530041675,14.586568862201943,82.93,37,44,3.4
159,hovd,mn,1529810400,44.463192810065266,99.42650673428255,50,93,75,10.29
160,butaritari,ki,1529812403,9.46058446777252,177.5891766392749,84.46,100,44,3.51
161,krishnarajpet,in,1529812404,12.538181633722942,76.49614010241777,68.26,100,88,6.87
162,chapais,ca,1529809200,58.45151904899882,-75.69392311827194,44.6,93,90,9.17
163,eureka,us,1529811600,41.498799014695265,-132.95644891007015,59,76,1,8.05
164,ishimbay,ru,1529812405,53.45891677582742,56.26526438644902,67.63,58,0,5.19
165,salamiyah,sy,1529812405,34.4686197232317,37.744241937055136,62.5,95,0,12.24
166,todos santos,mx,1529808300,23.181144579873532,-110.05626251986934,75.2,77,5,11.41
167,masuguru,tz,1529812406,-11.85466430020007,38.18435382245434,67.54,91,44,5.64
168,karlovac,hr,1529811000,45.4387956570049,15.77840426156942,53.6,93,20,2.17
169,port elizabeth,za,1529811720,-88.75853407424142,34.83184253097244,71.6,94,90,6.98
170,qaanaaq,gl,1529812407,89.8501176796916,-65.86420064633427,32.62,93,56,4.29
171,la macarena,co,1529812408,1.4867871984344276,-73.62470755721361,69.52,100,76,1.72
172,port hedland,au,1529811120,-21.620384408066315,121.02272492102668,75.2,19,0,19.46
173,carutapera,br,1529812409,3.83138441127403,-42.89552930190604,80.05,82,44,8.77
174,port blair,in,1529812409,12.612448086320342,92.25363956963429,82.66,100,76,17.83
175,awbari,ly,1529812409,25.893891011199514,12.140211274470829,69.52,41,0,6.87
176,glace bay,ca,1529809200,46.06115742443211,-59.424270988316124,55.4,87,90,6.93
177,cidreira,br,1529812347,-35.53788937000478,-45.93246843030485,62.32,89,80,13.69
178,vila velha,br,1529809200,-21.606499636609286,-34.24987379680539,80.6,65,0,12.75
179,honningsvag,no,1529811884,78.91402551333783,25.519050813638813,43.51,100,92,20.51
180,mahebourg,mu,1529809200,-35.82117312443031,71.59276943489391,73.4,64,75,11.41
181,la plaine,dm,1529811000,15.413022392395533,-60.830511749830265,62.6,87,0,2.24
182,isangel,vu,1529811948,-17.785590530932723,179.15535933946973,72.76,100,0,12.01
183,robertsport,lr,1529812413,0.9960448448225208,-15.788078276955503,76.54,100,100,6.42
184,rock sound,bs,1529812413,26.06024286841047,-74.97678300231856,84.73,96,8,13.24
185,dumbea,nc,1529811000,-21.871059343579645,166.64502582732717,71.6,56,75,12.75
186,santa maria,cv,1529809200,17.98942149231472,-20.92003392948206,53.6,87,90,3.36
187,boueni,yt,1529811000,-14.232921167694812,44.197719490251274,78.8,74,40,17.22
188,hualmay,pe,1529812333,-19.344307834596748,-91.79268155629971,51.97,97,36,4.63
189,chokurdakh,ru,1529812415,84.26323827784509,144.42320212147388,52.33,83,0,8.66
190,buta,cd,1529812415,2.222726506240477,25.928459662848468,66.01,95,44,2.17
191,elko,us,1529808960,39.8354582834817,-115.43047365736082,73.4,20,1,13.87
192,witu,ke,1529812416,-2.2768250482002657,39.93981425312987,74.11,72,12,8.66
193,padang,id,1529812417,-2.918170509709597,94.93216970321515,83.56,100,88,5.41
194,uvat,ru,1529812417,59.0138922110815,68.65571657582964,62.23,87,80,11.23
195,te anau,nz,1529811960,-41.04232170025347,165.89589912914454,38.29,88,20,10.67
196,namatanai,pg,1529811891,6.231907618083341,158.84056800409564,80.59,100,64,5.86
197,matam,sn,1529809200,15.693754322428873,-13.32532511771305,91.4,43,0,4.7
198,seabra,br,1529812419,-12.813298454549042,-41.71089494054169,62.14,91,56,13.35
199,biak,id,1529812211,0.7646123474948183,137.6082363257931,80.32,91,36,4.18
200,banganapalle,in,1529812419,15.142221715658408,78.33602928424386,75.46,89,88,11.79
201,san jeronimo,mx,1529812420,7.959108080082132,-105.20697769644234,27.04,78,0,1.95
202,talavera de la reina,es,1529812420,39.505517248675716,-4.838428651917951,62.23,73,0,2.17
203,vestmannaeyjar,is,1529812421,62.62814954616039,-17.554559411269594,47.29,100,92,6.98
204,jaru,br,1529812421,-10.48723021704403,-62.78868029494484,77.53,70,32,1.83
205,conde,br,1529812422,-15.599126885635599,-32.08752155918006,76.99,80,88,11.45
206,quatre cocos,mu,1529809200,-18.320342870140436,68.0591674229947,73.4,64,75,11.41
207,meulaboh,id,1529811951,-3.198730580889489,89.3725303591055,81.04,100,64,2.73
208,tateyama,jp,1529809200,30.310992114878502,141.3064113839602,82.4,48,20,6.93
209,atambua,id,1529812015,-6.691114186297341,125.25099788274673,84.01,76,0,11.23
210,pisco,pe,1529809200,-21.035490908648384,-89.14549787911113,62.6,82,90,4.7
211,carnarvon,au,1529812423,-32.63325058757453,85.58450960717596,21.28,72,8,3.06
212,ambon,id,1529811000,-7.127330825262192,128.8549724804339,57.2,76,0,5.82
213,waddan,ly,1529812424,29.934157038367687,16.390918660786184,69.7,56,0,5.64
214,narsaq,gl,1529808600,81.80540635281653,-64.68268809953432,37.4,86,88,4.7
215,fortuna,us,1529811000,39.00852097111866,-137.38043028225835,71.6,68,0,1.12
216,ajdabiya,ly,1529812425,30.54985070885175,21.547579008990226,72.22,47,0,8.43
217,kisangani,cd,1529812425,0.1804218131644717,24.73279500392394,68.8,100,12,2.39
218,awjilah,ly,1529812425,27.472788147493944,18.973509641936687,75.64,43,0,7.65
219,mehamn,no,1529812076,77.82260015739766,28.317731860983514,43.33,98,92,17.05
220,nueva imperial,cl,1529812426,-38.54715617091383,-73.0056332494485,35.77,100,0,5.75
221,cumana,ve,1529812426,10.71459451303717,-64.13869509760359,68.26,91,36,2.39
222,provideniya,ru,1529811840,65.10667112112841,-172.5309555393419,40.72,100,88,11.45
223,kaitangata,nz,1529812427,-53.110148875636874,172.0866559942251,46.57,67,0,19.06
224,bauchi,ng,1529812427,10.610971743626493,9.880656916377859,63.04,98,32,3.18
225,altamira,br,1529812428,-4.199804380312543,-52.56705969069719,74.56,94,24,3.85
226,severo-kurilsk,ru,1529812428,48.10483971295841,153.09829286522404,46.03,91,68,14.03
227,timra,se,1529810400,63.140548668407945,16.334286356698613,51.8,71,0,6.93
228,norman wells,ca,1529809200,62.48191338376668,-129.82095053629172,68,56,75,17.22
229,vila,vu,1529810400,-16.797784195006216,172.06284707266832,62.6,67,0,3.36
230,barabai,id,1529812430,-3.366252170653212,116.45289642071629,84.46,80,24,2.84
231,macusani,pe,1529812430,-12.921090426405044,-70.4494146178693,44.41,100,20,1.83
232,ixtapa,mx,1529808240,12.975088807566706,-104.41964261254907,82.4,83,90,6.93
233,tiruchchendur,in,1529812431,8.418708367736144,78.59994052533733,82.75,76,12,12.01
234,ponta do sol,cv,1529812431,22.128513121251913,-25.63638585698044,61.24,72,24,3.96
235,beringovskiy,ru,1529812432,58.39085776199258,173.46683494664296,43.33,100,92,11.12
236,gambela,et,1529812102,7.926990134312746,34.911172017726585,60.52,96,48,4.18
237,kutum,sd,1529811962,17.496732170027173,26.056202037261528,64.21,82,12,3.4
238,tilichiki,ru,1529811929,59.54784051664731,167.65105381159316,60.97,71,0,5.64
239,iralaya,hn,1529812433,15.180671706944779,-83.23455266149581,80.32,89,56,7.54
240,okha,ru,1529812433,55.59635428411789,146.4066359249927,49.81,97,76,12.68
241,vaitape,pf,1529812434,-17.655767704611975,-154.71647896862396,80.86,99,0,12.8
242,beloha,mg,1529812434,-28.30109691524514,43.918250658188384,58.63,89,0,8.66
243,general roca,ar,1529809200,-38.72444378093607,-67.66012831259847,30.2,86,0,5.97
244,lavrentiya,ru,1529811882,76.51583224114222,-170.2646248204797,39.37,92,68,8.43
245,igarka,ru,1529812435,65.90354148805031,85.91705403948873,68.71,73,24,8.77
246,valley city,us,1529812500,46.1966392446578,-97.62844882018047,69.8,77,75,11.41
247,petropavlovsk-kamchatskiy,ru,1529809200,51.65439497287207,158.83681849764395,51.8,76,20,13.42
248,sitka,us,1529812437,52.16258575768319,-143.06518024749082,77.08,73,0,11.56
249,mutis,co,1529812437,6.362256291260806,-78.25310781822353,74.11,100,92,4.85
250,bedesa,et,1529812437,8.378078314018296,41.121127866747514,65.92,51,92,4.18
251,emba,kz,1529811000,45.80002915804897,58.518282304034216,69.8,83,40,6.93
252,koygorodok,ru,1529812438,60.63124178290269,51.56617358833387,69.52,54,92,3.62
253,nagato,jp,1529809200,34.54797177153071,131.06245146882424,77,69,0,3.36
254,kati,ml,1529811000,12.93089473382146,-7.894912149121524,82.4,65,20,5.82
255,mahon,es,1529811000,39.02688256651379,4.134181301707798,51.8,71,20,6.93
256,porto novo,cv,1529809200,14.4810544813907,-34.49872140568553,68,64,0,2.24
257,shu,kz,1529812440,44.67392928420591,73.0717722502817,70.78,66,92,10.78
258,abay,kz,1529809200,48.604217184594006,72.91750497639083,71.6,43,0,2.24
259,boa vista,br,1529809200,0.9634119802964705,-60.86932481843243,77,88,75,10.29
260,katobu,id,1529812442,-5.450713585239896,123.96697143493816,74.11,100,92,1.39
261,yamada,jp,1529809200,38.64761474330447,146.4384749812515,82.4,48,20,6.93
262,makakilo city,us,1529809020,12.4841772168851,-163.3019490024999,84.2,54,20,10.29
263,ko samui,th,1529809200,9.420654757748508,102.12076570555769,87.8,62,20,13.13
264,cabanas,cu,1529811000,23.33401200544131,-83.12209874831255,66.2,88,0,1.12
265,xining,cn,1529812444,36.63329914310245,100.49521735828421,69.61,47,12,3.06
266,mount pleasant,us,1529810100,30.680602588038695,-78.58077082384357,86,83,40,3.36
267,nabire,id,1529811878,-3.2113854736857803,136.91882811478143,75.55,87,36,2.17
268,guerrero negro,mx,1529812445,19.950691124975165,-123.19144120717633,67.99,78,0,6.76
269,alice springs,au,1529809200,-26.636643000770306,136.66366100947147,60.8,31,0,12.75
270,orzhytsya,ua,1529812446,49.97750211335335,32.71793134619574,53.41,93,64,12.35
271,sjenica,rs,1529812447,43.312606568954266,19.919747138842553,43.87,93,88,2.17
272,den helder,nl,1529810700,53.52892894446828,3.5185965711129086,55.4,81,90,5.82
273,kirakira,sb,1529812447,-11.510947879439144,163.50982209983493,79.51,100,80,17.49
274,sayyan,ye,1529811874,16.38187918886321,48.3338374890684,54.31,44,0,3.74
275,victoria,sc,1529809200,1.197710489242894,53.300794791608666,87.8,79,75,4.7
276,laguna,br,1529812449,-33.44464468446241,-44.39940223674441,86.89,41,0,5.75
277,saint george,bm,1529810400,31.85600235093962,-61.826058621281504,66.2,82,75,9.17
278,codrington,ag,1529812449,24.934554824717708,-45.38493773598026,63.58,63,0,3.85
279,seoul,kr,1529809200,36.26020913627441,126.47331945047603,86,48,0,3.36
280,nyandoma,ru,1529812450,61.545476956385755,40.115515391028424,59.35,71,92,3.85
281,plettenberg bay,za,1529811963,-45.69459557491058,24.122989722313008,59.71,100,0,20.29
282,katsuura,jp,1529809200,23.740660034561074,151.18679727660975,78.8,61,75,10.29
283,conceicao do araguaia,br,1529812451,-9.207699832535965,-51.161650653806134,74.38,60,0,3.51
284,usinsk,ru,1529812451,66.56506097688529,58.5128420150898,64.03,81,44,4.18
285,sistranda,no,1529808600,69.68045078294597,6.597024041542795,48.2,93,75,8.05
286,akonolinga,cm,1529812452,3.2949821667907173,12.361657496924238,69.25,99,92,0.72
287,bollnas,se,1529812452,61.1698877765736,16.614319912134192,51.34,72,0,4.74
288,chilca,pe,1529809200,-14.755023662906353,-80.31441577292215,44.6,65,0,3.36
289,thinadhoo,mv,1529812155,0.7041252832730862,69.11016983890536,82.93,100,0,6.53
290,evanton,gb,1529810400,57.90497684089408,-4.535078376767359,53.6,81,24,18.34
291,hays,us,1529808960,39.26131235994421,-99.27213696855145,78.8,69,1,5.82
292,ust-barguzin,ru,1529812454,54.27392026285162,108.85931036791834,54.58,95,92,2.73
293,taloqan,af,1529812454,36.293235492249096,70.22133925331855,74.11,27,20,2.84
294,povenets,ru,1529811945,62.19751505182896,34.97726035709306,56.02,68,92,6.08
295,bonavista,ca,1529812252,48.84277670441912,-53.528824134701196,52.96,64,56,21.3
296,opuwo,na,1529812455,-17.718295054570603,12.862247873441106,43.06,65,0,3.74
297,leningradskiy,ru,1529812455,84.87156995635056,178.28082548832487,33.7,92,20,13.35
298,montepuez,mz,1529812200,-13.825045277120239,37.734443470993966,59.17,95,0,6.76
299,srednekolymsk,ru,1529812456,69.3791750214209,152.22854541062208,65.47,53,12,5.86
300,lahaina,us,1529808960,19.308678423585974,-157.44423221646997,82.4,58,20,18.34
301,kavaratti,in,1529811904,11.384013488423776,67.2416330377163,80.86,100,48,18.05
302,lahad datu,my,1529812457,5.375718597477146,118.44252183541789,85.36,78,0,2.73
303,san cristobal,ec,1529809200,-10.288656945458143,-90.24292495669702,51.8,87,40,9.17
304,suleja,ng,1529812458,8.915669016186698,7.02410985102884,67.54,99,92,3.62
305,jamui,in,1529812458,24.839601866197953,86.04971566506009,84.46,87,48,6.08
306,noyon,fr,1529811000,49.678924438265085,2.975697095736365,51.8,87,0,2.24
307,marsh harbour,bs,1529812246,28.537726499761973,-72.56090427006504,83.11,99,0,11.23
308,kikwit,cd,1529812460,-4.843843278480264,19.299649362047035,68.53,90,0,2.73
309,buin,pg,1529809200,-7.522996390430336,155.46908720262343,44.6,81,75,1.12
310,antalaha,mg,1529812460,-16.034717522997937,53.07392404039098,70.42,96,44,10.78
311,mayumba,ga,1529812461,-5.506492728083799,9.060830711167739,72.58,99,92,5.41
312,grong,no,1529811936,64.60296431525134,12.487847337576682,41.71,99,92,2.39
313,san policarpo,ph,1529812219,15.262613444109292,131.67929233301209,84.01,99,12,5.64
314,adrar,dz,1529809200,27.449257634316382,-2.3671922442089794,82.4,18,0,9.17
315,dingle,ie,1529812462,50.59064056457137,-21.16529356497378,82.57,93,56,3.74
316,gushikawa,jp,1529809200,20.553632370474375,137.01804360003575,87.8,84,75,16.11
317,port hardy,ca,1529809200,44.28648640728409,-132.90331155175537,59,67,75,9.17
318,xai-xai,mz,1529812463,-26.44625428932543,34.97251746369386,66.55,100,0,9.66
